Genus,Species,N,Tmax,max_metric,error,error.measure,Multiple.measures,max_interval_after_LT0,Tmax_2,max_metric_2,error.1,error.measure.1,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,N.1,tmin,min_metric,error.2,error_type,Multiple.measures_min,min_interval_after_LT0,N.2,tmin_2,min_metric_2,error.3,error_type.1,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality.of.UTNZ,Realm,Realm.1,Realm.2,max_pretreatmentnum,thermy,realm,elevation_min_0,elevation_max_0
Anas,aucklandica,2,37,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,2,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,2,Freshwater,Freshwater,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Anas,castanea,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,1,24,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,,Freshwater,Freshwater,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Anas,gracilis,3,39,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,3,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,2,Freshwater,Freshwater,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Anas,rhynchotis,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,22,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-40.7,175.6,NA,McNab_2003,1,Chordata,Aves,Anseriformes,Anatidae,,Freshwater,Freshwater,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Anax,junius,10,45.6,ctmax,0.98,SD,N,NA,NA,,NA,NA,NA,25,NA,29.6,-82.3,55,May_1976,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Odonata,Aeshnidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,55
Anaxyrus,compactilis,55,36.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,30,1,22,-102,1524,Brattstrom_1968,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Amphibia,Anura,Bufonidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1524
Anguilla,australis,14,39.7,LT50,NA,,N,NA,NA,,NA,NA,NA,15,NA,-36.6,174.5,37,Richardson_et_al_1994,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Anguilliformes,Anguillidae,,Freshwater,Freshwater,Marine,NA,ectotherm,Freshwater,NA,37
Anguilla,dieffenbachii,14,37.3,LT50,NA,,N,NA,NA,,NA,NA,NA,15,NA,-36.6,174.5,37,Richardson_et_al_1994,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Anguilliformes,Anguillidae,,Freshwater,Freshwater,Marine,NA,ectotherm,Freshwater,NA,37
Anisotome,imbricata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,-8.2,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Apiales,Apiaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,1240,NA
Anniella,pulchra,NA,34,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,34.01,-118.81,38,Brattstrom_1965,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Anniellidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,38
Anolis,auratus,17,40,ctmax,0.38,SE,Y,NA,NA,,NA,NA,NA,,NA,9.16,-79.84,79,Ballinger_et_al_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,79
Anolis,barbouri,12,34.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,18.25,-71.22,12,Autumn_&_Losos_1997,1,13,11.7,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,18.25,-71.22,13,Autumn_&_Losos_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,13,12
Anolis,carolinensis,8,41.7,ctmax,0.59,SE,N,NA,NA,,NA,NA,NA,,1,31.32,-91.53,0,vanBerkum_1988,1,8,4.7,ctmin,0.88,SE,N,NA,NA,NA,,NA,NA,NA,,1,31.32,-91.53,0,vanBerkum_1988,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,0,0
Anolis,cooki,NA,38.8,ctmax,NA,,,NA,NA,,NA,NA,NA,,NA,18.1,-66.9,0,Huey_unpubl_data_in_Huey_et_al_2012,NA,NA,9.3,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,18.1,-66.9,0,Huey_unpubl_data_in_Huey_et_al_2012,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,0,0
Anolis,cristatellus,NA,37.1,ctmax,NA,,,NA,NA,,NA,NA,NA,,NA,18.5,-66.14,6.5,Huey_unpubl_data_in_Huey_et_al_2012,1,NA,8.9,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,18.5,-66.14,5.6,Huey_1983,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,5.6,6.5
Anolis,cupreus,19,38.4,ctmax,0.48,SE,N,NA,NA,,NA,NA,NA,,NA,10.63,-85.43,100,vanBerkum_1986,1,19,11.8,ctmin,0.46,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.63,-85.43,100,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,100,100
Anolis,cybotes,NA,40.1,ctmax,0.15,SE,N,NA,NA,,NA,NA,NA,31.4,NA,18.18,-71.07,5,Hertz_&_Huey_1981,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,5
Anolis,distichus,7,38.6,ctmax,1.44,SD,N,NA,NA,,NA,NA,NA,20,NA,25.77,-80.19,0,Corn_1971,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,0
Anolis,evermanni,9,38.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,30,NA,18.27,-65.91,594,Heatwole_et_al_1969,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,594
Anolis,frenatus,8,35.7,ctmax,0.62,SE,Y,NA,NA,,NA,NA,NA,,NA,9.16,-79.84,79,Ballinger_et_al_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,79
Anolis,gundlachi,10,35.7,ctmax,0.46,SE,N,NA,NA,,NA,NA,NA,20,1.75,18.29,-66.79,350,Huey_&_Webster_1976,1,NA,6.3,ctmin,,,N,NA,NA,NA,,NA,NA,NA,,NA,18.2,-66.14,NA,Huey_unpubl_data_in_Huey_et_al_2012,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,350
Anolis,humilis,22,35.6,ctmax,0.21,SE,N,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,22,12.4,ctmin,0.62,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,50,50
Anolis,intermedius,8,38.4,ctmax,0.52,SE,N,NA,NA,,NA,NA,NA,,NA,10.3,-84.82,1450,vanBerkum_1986,1,8,11.1,ctmin,1.4,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.3,-84.82,1450,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1450,1450
Anolis,krugi,10,36,ctmax,2,SE,N,NA,NA,,NA,NA,NA,25,1,18.4,-66.05,200,Hertz_1979,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,200
Anolis,lemurinus,9,37.3,ctmax,0.46,SE,N,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,9,12.9,ctmin,0.3,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,50,50
Anolis,limifrons,14,36.8,ctmax,0.39,SE,N,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,14,12.3,ctmin,1.8,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,50,50
Anolis,lionotus,9,36.7,ctmax,0.58,SE,N,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,9,14.7,ctmin,0.25,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.42,-84.02,50,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,50,50
Anolis,marcanoi,NA,40.5,ctmax,0.18,SE,N,NA,NA,,NA,NA,NA,,NA,19.12,-70.63,500,"Hertz_&_Huey_1981, Hertz_1980",1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,500
Anolis,oculatus,7,35.5,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,3.6,15.29,-61.4,0,Brooks_1968,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,0
Anolis,pentaprion,1,36,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,9.16,-79.84,79,Brattstrom_1965,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,79
Anolis,pulchellus,10,36.1,ctmax,0.1,SE,N,NA,NA,,NA,NA,NA,25,1,18.37,-65.72,1,Hertz_1979,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1
Anolis,roquet,7,35.9,ctmax,0.2,SE,N,NA,NA,,NA,NA,NA,25,1,14.64,-61.02,350,Hertz_1981,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,350
Anolis,sagrei,12,40.5,ctmax,1.15,SD,N,NA,NA,,NA,NA,NA,20,NA,25.72,-80.27,1,Corn_1971,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,1
Anolis,semilineatus,10,39.6,ctmax,0.2,SE,N,NA,NA,,NA,NA,NA,25,1,18.45,-69.66,16,Hertz_1979,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,16
Anolis,shrevei,NA,40.1,ctmax,0.12,SE,N,NA,NA,,NA,NA,NA,29.2,NA,18.8,-70.68,2200,Hertz_&_Huey_1981,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,2200
Anolis,stratulus,9,41.2,ctmax,NA,,N,NA,NA,,NA,NA,NA,30,NA,18.4,-66.05,28,Heatwole_et_al_1969,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,28
Anolis,tropidogaster,4,33.4,ctmax,1.07,SE,Y,NA,NA,,NA,NA,NA,,NA,9.16,-79.84,79,Ballinger_et_al_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,79
Anolis,tropidolepis,11,33.1,ctmax,0.22,SE,N,NA,NA,,NA,NA,NA,,NA,10.3,-84.82,1450,vanBerkum_1986,1,11,9.5,ctmin,1.25,SE,N,NA,NA,NA,,NA,NA,NA,,NA,10.3,-84.82,1450,vanBerkum_1986,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,1450,1450
Anomalopus,brevicollis,5,36.3,ctmax,0.65,SD,N,NA,NA,,NA,NA,NA,F,NA,-22.43,150.19,56,Greer_1980,2,NA,,,,,N,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Scincidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,56
Anomalopus,leuckartii,1,35,ctmax,NA,,N,NA,NA,,NA,NA,NA,F,NA,-29.43,151.7,885,Greer_1980,2,NA,,,,,N,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Scincidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,885
Anoplolepis,gracilipes,NA,45.25,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,4.05,114.81,0,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,0
Anopterus,glandulosus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,5,-8,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,NA,NA,NA,NA,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Escalloniales,Escalloniaceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,NA
Anoura,caudifer,33,35,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-19.07,-44.19,NA,McNab_1969,2,33,26,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-19.07,-44.19,NA,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Anoura,latidens,1,36.2,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,-18.29,-64.06,2400,Soriano_et_al_2002,1,1,34.7,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-18.29,-64.06,2400,Soriano_et_al_2002,1,Chordata,Mammalia,Chiroptera,Phyllostomidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,2400,2400
Antarctopsocus,jeanneli,10,29.5,LT50,0.21,SE,N,NA,NA,,NA,NA,NA,F,NA,-46.9,37.8,25,Slabber_&_Chown_2004,1,10,-7.7,LT50,0.12,SE,N,NA,NA,NA,,NA,NA,NA,F,NA,-46.9,37.8,25,Slabber_&_Chown_2004,1,Arthropoda,Insecta,Psocoptera,Elipsocidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,25,25
Antithamnion,sarniense<ca>,NA,27,LT0,NA,,N,3,30,LT100,NA,NA,3,,NA,48.7262,-3.985322,0,Biebl_1958,1,NA,3,LT0,,,N,5,NA,-2,LT100,NA,NA,5,,NA,48.7262,-3.985322,0,Biebl_1958,1,Rhodophyta,Florideophyceae,Ceramiales,Ceramiaceae,,NA,NA,NA,NA,plant,NA,0,0
Aotus,trivirgatus,6,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,28,NA,-16.3,-63.5,NA,Le-Maho_et_al_1981,1,6,28,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,28,NA,-16.3,-63.5,NA,Le-Maho_et_al_1981,1,Chordata,Mammalia,Primates,Aotidae,1,Terrestrial,Terrestrial,Terrestrial,32,endotherm,Terrestrial,NA,NA
Apalone,ferox,NA,42.3,ctmax,NA,,N,NA,NA,,NA,NA,NA,,NA,27.67,-81.57,NA,Brattstrom_1965,2,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Archelosauria,Testudines,Trionychidae,,NA,NA,NA,NA,ectotherm,NA,NA,NA
Apeltes,quadracus<ca>,NA,32.1,LT50,NA,,N,NA,NA,,NA,NA,NA,,NA,42,-76,0,Brett_1970,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Actinopteri,Perciformes,Gasterosteidae,,NA,NA,NA,NA,ectotherm,NA,NA,0
Aphaenogaster,carolinensis,NA,40.7,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,35.76,-78.68,146,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,146
Aphaenogaster,fulva,NA,41.8,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,36.04,-79.07,180,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,180
Aphaenogaster,lamellidens,NA,41.75,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,35.77,-78.68,146,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,146
Aphaenogaster,rudis,NA,40.36,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,36.04,-79.07,180,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,180
Aphaenogaster,sp.1,NA,42,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.2,39.18,-76.67,150,Diamond_et_al_2012,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,150
Aphanenogaster,senilis,20,46,ctmax,NA,,Y,NA,NA,,NA,NA,NA,20,0.2,41.3,2.09,50,Cerda_et_al_1998,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Arthropoda,Insecta,Hymenoptera,Formicidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,50
Aphelocoma,coerulescens,11,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,33.71,-117.61,NA,Mann_1983,1,11,12.4,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,33.71,-117.61,NA,Mann_1983,1,Chordata,Aves,Passeriformes,Corvidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Aplodontia,rufa,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,26.5,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,44.3,-123.33,NA,McNab_1979b,1,Chordata,Mammalia,Rodentia,Aplodontiidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Apodemus,agrarius,7,27.5,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,48.29,124.51,NA,Liu_et_al_2004,1,7,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,48.29,124.51,NA,Liu_et_al_2004,1,Chordata,Mammalia,Rodentia,Muridae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Apodemus,mystacinus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,6,28,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,24,NA,33,35,2100,Haim_et_al_1993,1,Chordata,Mammalia,Rodentia,Muridae,,Terrestrial,Terrestrial,Terrestrial,26,endotherm,Terrestrial,2100,NA
Apodemus,speciosus,6,30,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,48.29,124.51,NA,Liu_et_al_2004,1,6,25,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,48.29,124.51,NA,Liu_et_al_2004,1,Chordata,Mammalia,Rodentia,Muridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Apteropanorpa,tasmanica,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,8,-7,SCP,,,N,NA,NA,NA,,NA,NA,NA,3,0.3,-42.68,146.57,1260,Palmer_&_Siebke_2008,1,Arthropoda,Insecta,Mecoptera,Apteropanorpidae,,Terrestrial,Terrestrial,Terrestrial,34,ectotherm,Terrestrial,1260,NA
Aramides,cajanea,2,38,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,27.56,-104.1,NA,McNab_&_Ellis_2006,2,2,30,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,27.56,-104.1,NA,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,1,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Arborimus,longicaudus,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,6,23,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,20,NA,40.7,-123.8,NA,McNab_1992,1,Chordata,Mammalia,Rodentia,Cricetidae,,Terrestrial,Terrestrial,Terrestrial,18,endotherm,Terrestrial,NA,NA
Arctictis,binturong,2,36,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,16.02,98.36,NA,McNab_1995,3,2,27,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,16.02,98.36,NA,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Arctogalidia,trivirgata,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,4,19,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,18.04,98.44,NA,McNab_1995,3,Chordata,Mammalia,Carnivora,Viverridae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Argyrotegium,mackayi,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,3,-7.6,LT50,,,N,NA,NA,NA,,NA,NA,NA,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Spermatophyta,Asterales,Asteraceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,1240,NA
Arizona,elegans,6,41.8,ctmax,NA,,Y,NA,NA,,NA,NA,NA,,NA,35.7,-116.34,47,Cowles_&_Bogert_1944,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Chordata,Lepidosauria,Squamata,Colubridae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,47
Armadillidium,vulgare,9,45.9,ctmax,NA,,N,NA,NA,,NA,NA,NA,25,0.25,-32.92,18.23,0,Klok_et_al_2004,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,1,Arthropoda,Malacostraca,Isopoda,Armadillidiidae,,Terrestrial,Terrestrial,Terrestrial,NA,ectotherm,Terrestrial,NA,0
Artemisia,californica,10,53,ctmax,NA,,N,NA,NA,,NA,NA,NA,F,NA,34.1,-118.6,360,Knight_&_Ackerly_2002,1,NA,,,,,,NA,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,Streptophyta,Spermatophyta,Asterales,Asteraceae,,Terrestrial,Terrestrial,Terrestrial,NA,plant,Terrestrial,NA,360
Artibeus,cinereus,1,34,UTNZ,NA,,N,NA,NA,,NA,NA,NA,,NA,16.06,-94.6,NA,McNab_1969,2,1,28,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,16.06,-94.6,NA,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,2,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
Artibeus,concolor,NA,NA,,NA,,,NA,NA,,NA,NA,NA,,NA,NA,NA,NA,,NA,7,29,LTNZ,,,N,NA,NA,NA,,NA,NA,NA,,NA,-41.01,-62.47,NA,McNab_1969,2,Chordata,Mammalia,Chiroptera,Phyllostomidae,,Terrestrial,Terrestrial,Terrestrial,NA,endotherm,Terrestrial,NA,NA
