Family,species,mean annual temeprature,mean body temperature,mean seasonal temperature,activity period,latitudinal centroid,maximum body mass,mean female mass,hatchling mass,basis of female mass estimate,insular endemic?,Activity time,substrate,diet,reproduction,Red List status,Population trend,mean body temperature,body temperatrue references
Scincidae,Scelotes gronovii,17.6,23.0,19.9,oct_apr,-33.0,0.35,0.33,NA,mean species SVL,no,Cathemeral,earth,Carnivorous,Viviparous,LR/nt,not specified,23.0,Withers 1981
Scincidae,Scincella cherriei,24.7,26.0,24.7,all,14.0,0.79,0.44,-0.92,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,26.0,Savage 2002
Scincidae,Scincella lateralis,16.7,28.9,22.2,mar_sep,34.0,0.59,0.22,-1.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,28.9,"Fitch 1956, Hailey and Elliot 1995, Brattstrom 1965"
Scincidae,Scincella modesta,11.7,28.5,21.2,mar_sep,30.0,0.76,0.41,-1.00,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.5,Brattstrom 1965
Scincidae,Scincus mitranus,24.6,35.7,24.6,all,22.0,1.74,1.33,-0.10,female SVL,no,Diurnal,earth,Omnivorous,Viviparous,NE,NE,35.7,"Al-Johany et al. 1999, Arnold 1984"
Scincidae,Sphenomorphus sabanus,26.3,25.8,26.3,all,5.0,0.62,0.36,NA,mean species SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,25.8,"Inger 1959, Alcala and Brown 1966, Brattstrom 1965"
Scincidae,Tiliqua multifasciata,24.4,33.4,24.4,all,-22.0,2.87,2.52,0.83,female SVL,no,Cathemeral,air,Herbivorous,Viviparous,NE,NE,33.4,"Pianka 1986, Pianka 2011"
Scincidae,Tiliqua nigrolutea,12.8,34.8,16.0,oct_apr,-37.0,3.16,2.81,1.48,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,34.8,Heatwole and Taylor 1987
Scincidae,Tiliqua occipitalis,18.8,33.2,20.7,oct_apr,-30.0,2.96,2.74,1.37,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,33.2,"Light et al. 1966, Greer 1989, Heatwole and Taylor 1987"
Scincidae,Tiliqua rugosa,18.0,33.6,20.8,oct_apr,-31.0,3.09,2.67,1.79,female SVL,no,Diurnal,air,Herbivorous,Viviparous,NE,NE,33.6,"Light et al. 1966, MacMillen et al. 1989, Greer 1989, Heatwole and Taylor 1987, Bennett and John-Alder 1986"
Scincidae,Tiliqua scincoides,21.3,33.2,21.7,oct_apr,-24.0,3.21,2.93,1.17,female SVL,no,Diurnal,air,Omnivorous,Viviparous,NE,NE,33.2,"Koenig et al. 2001, Heatwole and Taylor 1987"
Scincidae,Trachylepis atlantica,26.9,32.2,26.9,all,-3.9,1.38,0.93,NA,female SVL,yes,Diurnal,air,Herbivorous,NA,NE,NE,32.2,Rocha et al. 2009
Scincidae,Trachylepis brevicollis,24.9,34.1,24.9,all,7.0,2.16,1.56,-0.10,female SVL,no,Cathemeral,air,Carnivorous,Viviparous,NE,NE,34.1,"Zari 1991, Bowker 1984 "
Scincidae,Trachylepis capensis,16.9,32.5,19.8,oct_apr,-28.0,1.75,1.22,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,32.5,Brownlie and Loveridge 1983
Scincidae,Trachylepis maculilabris,24.7,36.5,24.7,all,5.0,1.30,0.88,-0.67,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.5,Curry-Lindahl 1979
Scincidae,Trachylepis mlanjensis,18.2,31.8,18.2,all,15.1,0.98,0.76,NA,mean species SVL,no,Diurnal,air,NA,Viviparous,NE,NE,31.8,Patterson 1992 (as M. striata puntatissimus)
Scincidae,Trachylepis occidentalis,17.6,36.1,21.2,oct_apr,-30.0,1.53,0.98,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.1,"Huey and Pianka 2007, Vitt and Pianka 1977, Pianka 1986, Huey and Pianka 1977"
Scincidae,Trachylepis punctatissima,17.6,34.8,20.5,oct_apr,-25.0,1.43,0.81,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,34.8,Huey and Pianka 2007
Scincidae,Trachylepis quinquetaeniata,25.1,35.3,25.1,all,13.0,1.91,1.05,-0.27,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,35.3,Curry-Lindahl 1979
Scincidae,Trachylepis sechellensis,26.0,34.7,26.0,all,-5.0,1.43,1.07,-0.16,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,LC,stable,34.7,"Cheke 1984, Crawford and Thorpe 1979"
Scincidae,Trachylepis sparsa,19.4,34.3,23.6,oct_apr,-28.0,1.44,1.08,-0.45,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,34.3,"Huey and Pianka 2007, Vitt and Pianka 1977"
Scincidae,Trachylepis spilogaster,18.7,34.2,22.6,oct_apr,-28.0,1.23,0.94,-0.58,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,34.2,"Vitt and Pianka 1977, Pianka 1986, Huey and Pianka 1977"
Scincidae,Trachylepis striata,22.2,36.5,22.2,all,-7.0,1.50,0.99,-0.56,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,36.5,"Pianka 1986, Curry-Lindahl 1979, Huey and Pianka 1977, Brooks 1968, Brattstrom 1965"
Scincidae,Trachylepis varia,20.8,28.1,20.8,all,-12.0,1.55,0.67,-0.82,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,28.1,Hebrard et al. 1982
Scincidae,Trachylepis variegata,17.0,34.1,20.2,oct_apr,-30.0,0.54,0.01,NA,female SVL,no,Diurnal,air,Carnivorous,Viviparous,NE,NE,34.1,"Huey and Pianka 2007, Vitt and Pianka 1977, Pianka 1986, Huey and Pianka 1977"
Scincidae,Trachylepis vittata,17.0,34.0,20.8,mar_sep,34.0,1.26,0.72,-0.42,female SVL,no,Diurnal,air,Carnivorous,Viviparous,LC,stable,34.0,"Schleich et al. 1996, meiri, own data"
Scincidae,Tribolonotus gracilis,25.0,24.6,25.0,all,-4.0,1.37,1.24,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,24.6,Cogger 1972
Sphaerodactylidae,Aristelliger cochranae,26.4,30.7,26.4,all,18.0,0.79,0.32,-0.66,female SVL,yes,Cathemeral,air,Carnivorous,Oviparous,NE,NE,30.7,"Henderson and Powell 2009, Powell 1999"
Sphaerodactylidae,Gonatodes antillensis,27.4,27.0,27.4,all,12.0,0.13,0.05,-0.83,mean species SVL,no,Nocturnal,air,Carnivorous,Oviparous,NE,NE,27.0,Bennett and Gorman 1979
Sphaerodactylidae,Gonatodes concinnatus,25.6,28.0,25.6,all,1.0,0.55,0.26,-0.90,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.0,"Fitch 1968, Vitt and Zani 1996"
Sphaerodactylidae,Gonatodes daudini,26.7,23.1,26.7,all,13.0,-0.13,-0.28,NA,mean species SVL,yes,Diurnal,air,Carnivorous,Oviparous,CR,stable,23.1,Bentz et al. 2011
Sphaerodactylidae,Gonatodes hasemani,24.9,30.6,24.9,all,-8.0,0.38,0.20,-0.63,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,30.6,"Miranda et al. 2010, Rocha et al. 2009"
Sphaerodactylidae,Gonatodes humeralis,25.4,29.4,25.4,all,-4.0,0.41,-0.01,-0.98,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,29.4,"Miranda et al. 2010, Vitt and Zani 1996, Rocha et al. 2009"
Sphaerodactylidae,Pristurus carteri,25.0,32.2,25.0,all,19.0,1.06,0.80,NA,mean species SVL,no,Cathemeral,air,Carnivorous,Oviparous,NE,NE,32.2,"Avery 1982, Arnold 1993"
Sphaerodactylidae,Pristurus celerrimus,25.6,35.4,28.8,mar_sep,24.0,0.20,0.10,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.4,Arnold 1993
Sphaerodactylidae,Sphaerodactylus kirbyi,26.7,25.3,26.7,all,13.0,-0.22,-0.44,-1.09,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,VU,unknown,25.3,Bentz et al. 2011
Sphaerodactylidae,Sphaerodactylus sputator,26.4,28.1,26.4,all,18.0,0.20,0.18,NA,female SVL,yes,Cathemeral,air,Carnivorous,Oviparous,NE,NE,28.1,Henderson and Powell 2009
Sphaerodactylidae,Teratoscincus przewalskii,7.5,20.2,15.8,mar_sep,42.0,1.34,1.04,NA,female SVL,no,Nocturnal,air,Carnivorous,Oviparous,LC,unknown,20.2,Autumn et al. 1994
Teiidae,Ameiva ameiva,24.1,37.8,24.1,all,-6.0,2.48,1.72,0.20,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.8,"Henderson and Powell 2009, Curry-Lindahl 1979, Fitch 1968, Vitt and de Carvalho 1995, Fitch 1968, Vitt 1995, Rocha et al. 2009, Sales et al. 2011, Brattstrom 1965, Mesquita et al. 2006"
Teiidae,Ameiva atrigularis,24.03,38.6,24.03,all,10.4,2.34,1.96,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.6,Ugueto and Harvey 2011
Teiidae,Ameiva bifrontata,24.8,38.8,24.8,all,3.0,1.81,1.32,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.8,Schall 1973
Teiidae,Ameiva chrysolaema,24.8,37.1,24.8,all,19.0,2.11,1.24,NA,female SVL,yes,Diurnal,air,Carnivorous,Oviparous,LC,stable,37.1,"Henderson and Powell 2009, Sproston et al. 1999"
Teiidae,Ameiva corax,27.0,33.7,27.0,all,18.0,1.85,1.45,NA,female SVL,yes,Diurnal,air,Omnivorous,NA,VU,unknown,33.7,Henderson and Powell 2009
Teiidae,Ameiva exsul,25.2,37.9,25.2,all,18.0,2.42,1.39,0.09,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,37.9,Sinervo et al. 2010
Teiidae,Ameiva festiva,24.5,36.7,24.5,all,11.0,1.97,1.29,0.13,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,36.7,"van Berkum 1988, Savage 2002, Vitt and Zani 1996, Hirth 1965"
Teiidae,Ameiva fuscata,24.0,36.0,24.0,all,15.0,2.71,1.76,0.56,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,36.0,"Henderson and Powell 2009, Brooks 1968"
Teiidae,Ameiva leberi,24.5,38.1,24.5,all,18.0,1.82,1.62,NA,female SVL,yes,Diurnal,air,Carnivorous,NA,NE,NE,38.1,Sproston et al. 1999
Teiidae,Ameiva leptophrys,25.3,36.4,25.3,all,8.0,1.86,1.54,0.30,female SVL,no,Diurnal,air,Carnivorous,NA,NE,NE,36.4,Savage 2002
Teiidae,Ameiva plei,26.9,36.6,26.9,all,18.0,2.27,1.27,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,36.6,Henderson and Powell 2009
Teiidae,Ameiva pluvianotata,25.6,37.8,25.6,all,17.0,2.18,1.84,NA,female SVL,yes,Diurnal,air,Omnivorous,NA,NE,NE,37.8,Hirth 1965
Teiidae,Ameiva quadrilineata,23.6,37.5,23.6,all,9.0,1.30,0.97,-0.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,37.5,"Savage 2002, Curry-Lindahl 1979, Hirth 1963, Brattstrom 1965, Hirth 1965"
Teiidae,Ameiva taeniura,24.3,37.2,24.3,all,19.0,1.54,1.16,NA,mean species SVL,yes,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.2,"Henderson and Powell 2009, Sproston et al. 1999"
Teiidae,Ameiva undulata,23.6,38.3,23.6,all,17.0,1.91,1.36,0.04,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.3,Savage 2002
Teiidae,Aspidoscelis burti,20.1,39.5,25.2,mar_sep,30.0,1.93,1.50,-0.02,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.5,Jones and Lovich 2009
Teiidae,Aspidoscelis ceralbensis,23.2,40.4,25.5,mar_sep,24.0,1.40,0.88,-0.02,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,LC,stable,40.4,"Soule 1963, Woolrich-Pina et al. 2011, Brattstrom 1965"
Teiidae,Aspidoscelis communis,25.3,36.2,25.3,all,19.0,1.88,1.42,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.2,Woolrich-Pina et al. 2011
Teiidae,Aspidoscelis deppei,24.8,41.3,24.8,all,16.0,1.37,0.93,-0.13,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,41.3,"Kennedy 1968, Savage 2002, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis dixoni,15.9,40.0,21.6,mar_sep,31.0,1.60,1.24,0.02,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NT,stable,40.0,Degenhardt et al. 1996
Teiidae,Aspidoscelis exsanguis,14.1,39.2,17.6,mar_sep,32.0,1.49,1.18,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.2,"Jones and Lovich 2009, Degenhardt et al. 1996, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis flagellicaudus,14.1,40.0,18.2,mar_sep,34.0,1.49,1.28,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,40.0,"Jones and Lovich 2009, Degenhardt et al. 1996, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis gularis,19.1,36.9,23.8,mar_sep,29.0,1.66,1.13,-0.05,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,36.9,"Degenhardt et al. 1996, Curry-Lindahl 1979, Siever and Paulissen 1996, Woolrich-Pina et al. 2011, Brattstrom 1965"
Teiidae,Aspidoscelis guttatus,25.5,39.3,25.5,all,18.0,1.97,1.37,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.3,"Kennedy 1968, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis hyperythrus,20.2,39.2,22.3,mar_sep,28.0,1.03,0.74,-0.22,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,decreasing,39.2,"Soule 1963, , Curry-Lindahl 1979, Woolrich-Pina et al. 2011, Brattstrom 1965"
Teiidae,Aspidoscelis inornata,15.9,39.1,20.7,mar_sep,29.8,1.27,0.66,-0.09,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,decreasing,39.1,"Jones and Lovich 2009, Degenhardt et al. 1996, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis laredoensis,22.0,39.5,26.4,mar_sep,27.0,1.33,0.96,-0.07,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.5,"Sievert and Paulissen 1996: 34-35.3 mean preferred temperature, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis lineattissimus,24.8,33.8,24.8,all,20.0,1.55,1.16,-0.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,33.8,"Navarro-Garcia et al. 2008, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis marmoratus,17.5,38.5,21.8,mar_sep,30.0,1.56,1.19,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.5,Punzo 2001
Teiidae,Aspidoscelis neomexicanus,13.2,39.4,16.7,mar_sep,33.0,1.27,0.94,0.01,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.4,"Degenhardt et al. 1996, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis scalaris,18.1,37.6,21.8,mar_sep,27.5,1.77,1.15,-0.05,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.6,Barbault 1977
Teiidae,Aspidoscelis sexlineata,14.9,38.8,19.9,mar_sep,35.3,1.35,0.93,-0.09,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,38.8,"Fitch 1956, Degenhardt et al. 1996, Woolrich-Pina et al. 2011, Brattstrom 1965"
Teiidae,Aspidoscelis tesselata,15.3,39.9,20.5,mar_sep,33.0,1.56,1.12,0.29,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.9,"Degenhardt et al. 1996 (grahami), Woolrich-Pina et al. 2011, Punzo 2001, Brattstrom 1965"
Teiidae,Aspidoscelis tigris,15.5,39.2,20.5,mar_sep,34.0,1.90,1.19,-0.13,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,39.2,"van Berkum 1988, Pianka 1986, Degenhardt et al. 1996, Woolrich-Pina et al. 2011, Cunningham 1966, Brattstrom 1965, Lemos-Espinal et al. 1997"
Teiidae,Aspidoscelis uniparens,15.0,38.9,17.9,mar_sep,32.0,1.27,0.85,-0.22,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,38.9,"Jones and Lovich 2009, Woolrich-Pina et al. 2011"
Teiidae,Aspidoscelis velox,10.3,38.4,15.2,mar_sep,36.0,1.28,1.07,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,38.4,"Jones and Lovich 2009, Woolrich-Pina et al. 2011"
Teiidae,Callopistes maculatus,11.7,38.0,14.2,oct_apr,-30.0,2.21,1.67,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,DD,NA,38.0,"Labra et al. 2008, Muchlinski et al. 1995"
Teiidae,Cnemidophorus abaetensis,22.2,37.5,22.2,all,-12.0,1.03,0.58,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.5,"Ariani et al. 2012, Menezes and Rocha 2011, Dias and Rocha 2004, Rocha et al. 2009"
Teiidae,Cnemidophorus arubensis,27.3,39.4,27.3,all,13.0,1.80,1.15,NA,female SVL,yes,Diurnal,air,Herbivorous,Oviparous,NE,NE,39.4,Shall 1973
Teiidae,Cnemidophorus cryptus,26.4,39.2,26.4,all,-1.8,1.03,0.90,-0.11,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,39.2,"Mesquita and Colli 2003, Rocha et al. 2009, Ariani et al. 2012"
Teiidae,Cnemidophorus gramivagus,26.9,37.7,26.9,all,5.0,1.67,0.91,-0.07,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,stable,37.7,"Mesquita and Colli 2003, Rocha et al. 2009, Ariani et al. 2012"
Teiidae,Cnemidophorus jalapensis,24.6,37.0,24.6,all,-10.4,0.69,0.50,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.0,Ariani et al. 2012
Teiidae,Cnemidophorus lacertoides,21.5,35.1,21.5,all,-18.0,1.12,0.94,-0.32,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.1,"Menezes and Rocha 2011, Ariani et al. 2011"
Teiidae,Cnemidophorus lemniscatus,24.4,38.2,24.4,all,6.0,1.64,0.87,-0.35,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,38.2,"Mesquita and Colli 2003, Vitt and de Carvalho 1995, Rocha et al. 2009, Brattstrom 1965, Ariani et al. 2012"
Teiidae,Cnemidophorus littoralis,23.1,37.6,23.1,all,-22.8,1.20,0.84,NA,female SVL,no,Diurnal,air,Carnivorous,NA,NE,NE,37.6,"Menezes and Rocha 2011, Rocha et al. 2009, Ariani et al. 2012"
Teiidae,Cnemidophorus mumbuca,24.9,38.3,24.9,all,-10.5,0.76,0.70,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.3,"Mesquita et al. 2006, Rocha et al. 2009, Ariani et al. 2012 "
Teiidae,Cnemidophorus murinus,27.5,39.4,27.5,all,12.0,2.10,1.44,0.30,female SVL,yes,Diurnal,air,Herbivorous,Oviparous,NE,NE,39.4,"Bennett and Gorman 1979, Schall and Dearing 1994, Ariani et al. 2012"
Teiidae,Cnemidophorus ocellifer,23.5,37.3,23.5,all,-19.0,1.72,0.86,-0.30,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.3,"Dias and Rocha 2004, Mesquita and Colli 2003, Vitt 1995, Rocha et al. 2009, Ariani et al. 2012 "
Teiidae,Cnemidophorus parecis,22.3,38.2,22.3,all,-12.5,1.33,1.18,0.09,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,38.2,"Mesquita and Colli 2003, Rocha et al. 2009, Ariani et al. 2012"
Teiidae,Cnemidophorus vanzoi,25.4,41.0,25.4,all,14.0,1.86,1.30,0.27,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,VU,NA,41.0,Henderson and Powell 2009
Teiidae,Crocodilurus amazonicus,25.9,31.2,25.9,all,-3.0,3.04,2.35,1.05,female SVL,no,Diurnal,water,Carnivorous,Oviparous,LC,unknown,31.2,"Rocha et al. 2009, Mesquita et al. 2006"
Teiidae,Dicrodon guttulatum,21.3,32.2,21.3,all,-4.0,1.83,1.72,NA,mean species SVL,no,Diurnal,air,Herbivorous,NA,NE,NE,32.2,van Leeuwen et al. 2011
Teiidae,Dracaena guianensis,25.9,32.2,25.9,all,-4.0,3.39,3.19,1.60,female SVL,no,Diurnal,water,Carnivorous,Oviparous,NE,NE,32.2,Mesquita et al. 2006
Teiidae,Kentropyx altamazonica,21.4,35.4,21.4,all,-7.0,1.65,1.25,-0.15,female SVL,no,Diurnal,water,Carnivorous,Oviparous,NE,NE,35.4,"Vitt et al. 2001, Rocha et al. 2009"
Teiidae,Kentropyx calcarata,25.3,35.9,25.3,all,-5.0,1.71,1.35,-0.07,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.9,"Fitch 1968, Vitt 1991, Rocha et al. 2009"
Teiidae,Kentropyx pelviceps,24.1,34.0,24.1,all,-5.0,1.83,1.51,0.06,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,34.0,Vitt and Zani 1996
Teiidae,Kentropyx striata,25.6,37.0,25.6,all,4.0,1.80,1.19,-0.30,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,37.0,"Vitt and de Carvalho 1992, Vitt and de Carvalho 1995, Rocha et al. 2009"
Teiidae,Tupinambis merianae,22.4,35.0,22.4,all,-16.0,3.65,3.08,0.99,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,stable,35.0,Vitt 1995
Teiidae,Tupinambis quadrilineatus,24.7,37.2,24.7,all,-12.1,2.81,2.50,1.30,mean species SVL,no,Diurnal,air,Herbivorous,Oviparous,NE,NE,37.2,Mesquita et al. 2006
Teiidae,Tupinambis teguixin,24.0,34.1,24.0,all,-6.0,3.65,3.11,1.17,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,34.1,"Vitt and de Carvalho 1995, Vitt and Zani 1996"
Trogonophiidae,Diplometopon zarudnyi,25.0,31.5,29.4,mar_sep,27.0,0.81,0.67,NA,mean species SVL,no,Nocturnal,earth,Carnivorous,NA,NE,NE,31.5,Al-Johany 1999
Trogonophiidae,Trogonophis wiegmanni,15.9,22.0,19.6,mar_sep,34.0,1.15,0.46,-0.41,female SVL,no,Cathemeral,earth,Carnivorous,Viviparous,LC,unknown,22.0,"Lopez et al. 2002, Blouin-Demers and Nadeau 2005, Avery 1982, Hailey and Elliot 1995"
Tropiduridae,Eurolophosaurus divaricatus,24.3,38.0,24.3,all,-11.1,1.29,1.23,NA,mean species SVL,no,Diurnal,air,Herbivorous,NA,NE,NE,38.0,"Gomes et al. 2004, Rocha et al. 2009"
Tropiduridae,Eurolophosaurus nanuzae,20.2,34.1,20.2,all,-18.0,0.89,0.62,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NT,unknown,34.1,Kiefer et al. 2005
Tropiduridae,Microlophus albemarlensis,22.9,33.1,22.9,all,-1.0,1.75,1.03,NA,female SVL,yes,Diurnal,air,Omnivorous,Oviparous,NE,NE,33.1,"Curry-Lindahl 1979, Huey 1974"
Tropiduridae,Microlophus atacamensis,15.1,28.8,16.3,oct_apr,-25.0,1.74,1.32,0.28,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,28.8,"Labra et al. 2008, Vidal et al. 2002"
Tropiduridae,Microlophus heterolepis,16.7,32.4,16.7,all,-11.0,1.80,1.18,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,32.4,"Labra et al. 2008, Vidal et al. 2002"
Tropiduridae,Microlophus peruvianus,16.5,36.3,16.5,all,-12.0,1.89,1.05,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,LC,unknown,36.3,Huey 1974
Tropiduridae,Microlophus quadrivittatus,16.7,35.0,16.7,all,-21.0,1.75,1.26,0.37,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,35.0,Labra et al. 2008
Tropiduridae,Microlophus theresioides,4.7,34.7,4.7,all,-20.0,1.65,1.21,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,34.7,Labra et al. 2008
Tropiduridae,Plica plica,24.1,30.7,24.1,all,-3.0,2.18,1.76,0.46,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,30.7,"Vitt 1991, Kiefer et al. 2005, Kohlsdorf and Navas 2006"
Tropiduridae,Plica umbra,24.6,28.7,24.6,all,-4.0,1.48,1.28,0.21,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,28.7,"Vitt and Zani 1996, Kiefer et al. 2005, Kohlsdorf and Navas 2006, Rocha et al. 2009"
Tropiduridae,Tropidurus etheridgei,21.7,35.8,21.7,all,-21.0,1.65,0.99,-0.17,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,35.8,Cruz et al. 1998
Tropiduridae,Tropidurus hispidus,26.9,34.1,26.9,all,4.0,1.79,1.20,0.03,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,34.1,"Vitt and de Carvalho 1995, Kiefer et al. 2005, Vitt 1995, Rocha et al. 2009"
Tropiduridae,Tropidurus hygomi,22.5,35.4,22.5,all,-11.3,1.20,0.74,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,35.4,Rocha et al. 2009
Tropiduridae,Tropidurus insulanus,24.0,34.5,24.0,all,-9.0,1.29,1.00,NA,female SVL,no,Diurnal,air,NA,Oviparous,NE,NE,34.5,"Kohlsdorf and Navas 2006, Rocha et al. 2009"
Tropiduridae,Tropidurus itambere,20.5,32.5,20.5,all,-18.3,1.41,0.90,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.5,"Rocha et al. 2009, Kiefer et al. 2005, Kohlsdorf and Navas 2006"
Tropiduridae,Tropidurus melanopleurus,17.1,32.4,17.1,all,-19.0,1.58,0.93,NA,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,32.4,Perez-Mellado and de la Riva 1993
Tropiduridae,Tropidurus montanus,20.8,33.2,20.8,all,-17.0,1.37,1.03,-0.10,female SVL,no,Diurnal,air,Carnivorous,Oviparous,NE,NE,33.2,"Rocha et al. 2009, Kiefer et al. 2005"
Tropiduridae,Tropidurus oreadicus,26.5,35.1,26.5,all,-4.0,1.67,1.11,NA,female SVL,no,Diurnal,air,Omnivorous,Oviparous,NE,NE,35.1,"Rocha et al. 2009, Kiefer et al. 2005, Mesquita et al. 2006"
Tropiduridae,Tropidurus psammonastes,25.7,37.6,25.7,all,-10.0,1.41,1.09,-0.21,female SVL,no,Diurnal,air,Herbivorous,Oviparous,DD,unknown,37.6,Rocha et al. 2009
Tropiduridae,Tropidurus semitaeniatus,24.3,37.1,24.3,all,-9.0,1.48,1.06,-0.58,female SVL,no,Diurnal,air,Omnivorous,Oviparous,LC,unknown,37.1,"Vitt 1995, Kiefer et al. 2005, Rocha et al. 2009"
