Genus,Species,Tmax,max_metric,max_interval_after_LT0,Tmax_2,max_metric_2,max_interval_before_LT100,max_pretreatment,max_ramp,lat_max,long_max,elevation_max,REF_max,location_max,tmin,min_metric,min_interval_after_LT0,tmin_2,min_metric_2,min_interval_before_LT100,min_pretreatment,ramp_min,lat_min,long_min,elevation_min,REF_min,location_min,Phylum,Class,Order,Family,Quality of UTNZ,species_full,Genus_old,Species_old,species_full_old,Realm,Realm.1,Realm.2,Entry number
Liolaemus,riojanus,45.2,ctmax,,,,,29,,-30.2,-67.67,500,Cruz_et_al_2005,1,10.7,ctmin,,,,,29,,-30.2,-67.67,500,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_riojanus,Liolaemus,riojanus,Liolaemus_riojanus,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,robertmertensi,43,ctmax,,,,,29,,-28.81,-66.74,690,Cruz_et_al_2005,1,14.07,ctmin,,,,,29,,-28.81,-66.74,690,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_robertmertensi,Liolaemus,robertmertensi,Liolaemus_robertmertensi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,rothi,43.8,ctmax,,,,,29,,-40.29,-68.45,500,Cruz_et_al_2005,1,5.5,ctmin,,,,,29,,-40.29,-68.45,500,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_rothi,Liolaemus,rothi,Liolaemus_rothi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,salinicola,48.21,ctmax,,,,,29,,-27.48,-67.64,0,Cruz_et_al_2005,1,14.2,ctmin,,,,,29,,-27.48,-67.64,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_salinicola,Liolaemus,salinicola,Liolaemus_salinicola,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,scapularis,45.57,ctmax,,,,,29,,-26.59,-66.16,1000,Cruz_et_al_2005,1,9.39,ctmin,,,,,29,,-26.59,-66.16,1000,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_scapularis,Liolaemus,scapularis,Liolaemus_scapularis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,schroederi,,,,,,,,,,,,,,5.4,ctmin,,,,,20,,-33.4,-70.8,2350,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_schroederi,Liolaemus,schroederi,Liolaemus_schroederi,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,sp.1,45,ctmax,,,,,29,,-37.4,-67.11,1200,Cruz_et_al_2005,1,7.3,ctmin,,,,,29,,-37.4,-67.11,1200,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_sp.1,Liolaemus,sp1,Liolaemus_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,telsen,44.6,ctmax,,,,,29,,-42.39,-64.59,400,Cruz_et_al_2005,1,8.98,ctmin,,,,,29,,-42.39,-64.59,400,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_telsen,Liolaemus,telsen,Liolaemus_telsen,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,tenuis,,,,,,,,,-33.4,-70.8,1500,Carothers_et_al_1997,,4.16,ctmin,,,,,20,,-33.4,-70.8,1500,Carothers_et_al_1997,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_tenuis,Liolaemus,tenuis,Liolaemus_tenuis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,vallecurensis,,,,,,,,,,,,,,8.2,ctmin,,,,,,,-29.85,-69.5,3206,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_vallecurensis,Liolaemus,vallecurensis,Liolaemus_vallecurensis,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,walkeri,,,,,,,,,,,,,,12.9,ctmin,,,,,,,-22.6,-69.5,4250,Labra_et_al_2009,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_walkeri,Liolaemus,walkeri,Liolaemus_walkeri,Terrestrial,Terrestrial,Terrestrial,1
Liolaemus,xanthoviridis,44.48,ctmax,,,,,29,,-43.74,-65.58,0,Cruz_et_al_2005,1,7.86,ctmin,,,,,29,,-43.74,-65.58,0,Cruz_et_al_2005,1,Chordata,Lepidosauria,Squamata,Iguanidae,,Liolaemus_xanthoviridis,Liolaemus,xanthoviridis,Liolaemus_xanthoviridis,Terrestrial,Terrestrial,Terrestrial,1
Liomys,irroratus,34,UTNZ,,,,,,,26.2,-98.4,,Hudson_&_Rummel_1966,1,31,LTNZ,,,,,,,26.2,-98.4,,Hudson_&_Rummel_1966,1,Chordata,Mammalia,Rodentia,Heteromyidae,2,Liomys_irroratus,Liomys,irroratus,Liomys_irroratus,Terrestrial,Terrestrial,Terrestrial,1
Liomys,salvini,34,UTNZ,,,,,,,12.08,-86.15,,Hudson_&_Rummel_1966,1,31,LTNZ,,,,,,,12.08,-86.15,,Hudson_&_Rummel_1966,1,Chordata,Mammalia,Rodentia,Heteromyidae,2,Liomys_salvini,Liomys,salvini,Liomys_salvini,Terrestrial,Terrestrial,Terrestrial,1
Liothyrella,neozelanica,29.4,ctmax,,,,,26,0.017,-45.4,167.1,0,Morley_et_al_2014,1,,,,,,,,,,,,,,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,,Liothyrella_neozelanica,Liothyrella,neozelanica,Liothyrella_neozelanica,Marine,Marine,Marine,1
Liothyrella,uva,4.5,LT50,,,,,,,-60.9,-45.6,0,Peck_1989,1,-1.5,ctmin,,,,,,,-60.71,-68,0,Peck_1989,1,Brachiopoda,Rhynchonellata,Terebratulida,Terebratulidae,,Liothyrella_uva,Liothyrella,uva,Liothyrella_uva,Marine,Marine,Marine,1
Lipinia,pulchella,35.1,ctmax,,,,,22,0.5,14.09,121.49,1100,Scheffers_et_al_2014,1,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Scincidae,,Lipinia_pulchella,Lipinia,pulchella,Lipinia_pulchella,Terrestrial,Terrestrial,Terrestrial,1
Lipophrys,trigloides,33.8,ctmax,,,,,24,0.017,38,-9,0,Madeira_et_al_2012ab,1,,,,,,,,,,,,,,Chordata,Actinopteri,Perciformes,Blenniidae,,Lipophrys_trigloides,Lipophrys,trigloides,Lipophrys_trigloides,Marine,Marine,Marine,1
Lithobates,sylvatica,33.9,ctmax,,,,,15,,42.63,-83.22,67,Manis_&_Claussen_1986,1,0.1,ctmin,,,,,15,0.75,37.34,-84.18,326,Manis_&_Claussen_1986,1,Chordata,Amphibia,Anura,Ranidae,,Lithobates_sylvatica,Lithobates,sylvatica,Lithobates_sylvatica,Terrestrial,Terrestrial,Terrestrial,1
Litoria,brevipes,40,ctmax,,,,,30,1,21,145.9,304.8,Brattstrom_1970,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Hylidae,,Litoria_brevipes,Litoria,brevipes,Litoria_brevipes,Terrestrial,Terrestrial,Terrestrial,1
Litoria,gracilenta,39,ctmax,,,,,25,0.33,-27.5,153,5,Johnson_1972,1,,,,,,,,,,,,,,Chordata,Amphibia,Anura,Hylidae,,Litoria_gracilenta,Litoria,gracilenta,Litoria_gracilenta,Terrestrial,Terrestrial,Terrestrial,1
Littorina,fabalis,29.9,LT50,,,,,,,55.75,-4.9,3.063,Davenport_&_Davenport_2005,1,-13.3,LT50,,,,,,,55.75,-4.9,3.063,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Littorina_fabalis,Littorina,fabalis,Littorina_fabalis,Intertidal,Marine,Marine,1
Littorina,littorea,35.3,LT50,,,,,,,55.75,-4.9,3.073,Davenport_&_Davenport_2005,1,-13,LT50,,,,,,,55.75,-4.9,3.073,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Littorina_littorea,Littorina,littorea,Littorina_littorea,Intertidal,Marine,Marine,1
Littorina,obtusata,29.6,LT50,,,,,,,55.75,-4.9,3.077,Davenport_&_Davenport_2005,1,-13,LT50,,,,,,,55.75,-4.9,3.077,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Littorina_obtusata,Littorina,obtusata,Littorina_obtusata,Intertidal,Marine,Marine,1
Littorina,saxatilis,35,LT50,,,,,,,55.75,-4.9,3.407,Davenport_&_Davenport_2005,1,-16.4,LT50,,,,,,,55.75,-4.9,3.407,Davenport_&_Davenport_2005,1,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,,Littorina_saxatilis,Littorina,saxatilis,Littorina_saxatilis,Intertidal,Marine,Marine,1
Liza,ramada,38,ctmax,,,,,24,0.017,38,-9,0,Madeira_et_al_2012a,1,,,,,,,,,,,,,,Chordata,Actinopteri,Mugiliformes,Mugilidae,,Liza_ramada,Liza,ramada,Liza_ramada,Marine,Marine,Marine,1
Lobaria,pulmonaria,46.7,ct50,,,,,,,58.6,8.1,340,Gauslaa_&_Solhaug_1999,,-22.8,LT50,,,,,,,51,6.8,50,Rütten_&_Santarius_1992,1,Ascomycota,Lecanoromycetes,Peltigerales,Lobariaceae,,Lobaria_pulmonaria,Lobaria,pulmonaria,Lobaria_pulmonaria,Terrestrial,Terrestrial,Terrestrial,1
Lomatia,tinctoria,,,,,,,,,,,,,,-11.1,LT50,,,,,F,,-41.6,145.6,500,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Proteales,Proteaceae,,Lomatia_tinctoria,Lomatia,tinctoria,Lomatia_tinctoria,Terrestrial,Terrestrial,Terrestrial,1
Lomentaria,articulata,27,LT0,1,28,LT100,1,15,,48.730579,-3.979547,0,Yarish_et_al_1987,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Lomentaria_articulata,Lomentaria,articulata,Lomentaria_articulata,Intertidal,Marine,Marine,1
Lomentaria,baileyana,33,LT0,1,34,LT100,1,20,,41.305459,-72.077593,0,Yarish_et_al_1987,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Lomentaria_baileyana,Lomentaria,baileyana,Lomentaria_baileyana,Intertidal,Marine,Marine,1
Lomentaria,orcadensis,27,LT0,1,28,LT100,1,15,,53.153818,-9.26678,0,Yarish_et_al_1987,1,5,LT0,5,0,LT100,5,15,,53.153818,-9.26678,0,Yarish_et_al_1986,1,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,,Lomentaria_orcadensis,Lomentaria,orcadensis,Lomentaria_orcadensis,Intertidal,Marine,Marine,1
Lonchura,cucullata,,,,,,,,,,,,,,33.5,LTNZ,,,,,25,,-29.45,31.03,,Lovergrove_&_Smith_2003,1,Chordata,Aves,Passeriformes,Estrildidae,,Lonchura_cucullata,Lonchura,cucullata,Lonchura_cucullata,Terrestrial,Terrestrial,Terrestrial,1
Lonchura,fuscans,39,UTNZ,,,,,F,,4.53,114.56,,Weathers_1977,1,30,LTNZ,,,,,F,,4.53,114.56,,Weathers_1977,1,Chordata,Aves,Passeriformes,Estrildidae,1,Lonchura_fuscans,Lonchura,fuscans,Lonchura_fuscans,Terrestrial,Terrestrial,Terrestrial,1
Lonicera,hispidula,58.3,ctmax,,,,,F,,33.5,-117.1,375,Knight_&_Ackerly_2002,1,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Dipsacales,Caprifoliaceae,,Lonicera_hispidula,Lonicera,hispidula,Lonicera_hispidula,Terrestrial,Terrestrial,Terrestrial,1
Lophognathus,gilberti,41.8,ctmax,,,,,,,-16.85,130.23,254,Spellerberg_1972a,2,2.7,ctmin,,,,,,,-16.85,130.23,254,Spellerberg_1972a,2,Chordata,Lepidosauria,Squamata,Agamidae,,Lophognathus_gilberti,Lophognathus,gilberti,Lophognathus_gilberti,Terrestrial,Terrestrial,Terrestrial,1
Lophomyrtus,bullata,,,,,,,,,,,,,,-7.5,LT50,,,,,F,,-45.9,170.5,70,Bannister_&_Lord_2010,1,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,,Lophomyrtus_bullata,Lophomyrtus,bullata,Lophomyrtus_bullata,Terrestrial,Terrestrial,Terrestrial,1
Lophorina,superba,,,,,,,,,,,,,,19,LTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,,Lophorina_superba,Lophorina,superba,Lophorina_superba,Terrestrial,Terrestrial,Terrestrial,1
Loxodontomys,micropus,33,UTNZ,,,,,,,-34.57,-70.82,,Bozinovic_&_Rosenmann_1988,2,22,LTNZ,,,,,,,-34.57,-70.82,,Bozinovic_&_Rosenmann_1988,2,Chordata,Mammalia,Rodentia,Cricetidae,2,Loxodontomys_micropus,Loxodontomys,micropus,Loxodontomys_micropus,Terrestrial,Terrestrial,Terrestrial,1
Lullula,arborea,37.5,UTNZ,,,,,F,,52.52,6.2,,Tieleman_2002,1,27.6,LTNZ,,,,,F,,52.52,6.2,,Tieleman_2002,1,Chordata,Aves,Passeriformes,Alaudidae,1,Lullula_arborea,Lullula,arborea,Lullula_arborea,Terrestrial,Terrestrial,Terrestrial,1
Luma,apiculata,,,,,,,,,,,,,,-8.6,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Myrtales,Myrtaceae,,Luma_apiculata,Luma,apiculata,Luma_apiculata,Terrestrial,Terrestrial,Terrestrial,1
Lumbriculus,variegatus,30.1,LT50,,,,,,,-38.1,175.49,,Quinn_et_al_1994,1,,,,,,,,,,,,,,Annelida,Oligochaeta,Lumbriculida,Lumbriculidae,,Lumbriculus_variegatus,Lumbriculus,variegatus,Lumbriculus_variegatus,Freshwater,Freshwater,Terrestrial,1
Lutjanus,apodus,40,LT100,,,,,,,9.5,-78,0,Scholander_et_al1953,2,10,LT100,,,,,,,9.5,-78,0,Scholander_et_al1953,2,Chordata,Actinopteri,Perciformes,Lutjanidae,,Lutjanus_apodus,Lutjanus,apodus,Lutjanus_apodus,Marine,Marine,Marine,1
Lutjanus,guttatus,37.4,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,12,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Lutjanidae,,Lutjanus_guttatus,Lutjanus,guttatus,Lutjanus_guttatus,Marine,Marine,Marine,1
Lutreolina,crassicaudata,35,UTNZ,,,,,,,-41.24,-63.37,,McNab_1978,2,27,LTNZ,,,,,,,-41.24,-63.37,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,2,Lutreolina_crassicaudata,Lutreolina,crassicaudata,Lutreolina_crassicaudata,Freshwater,Freshwater,Terrestrial,1
Luxilus,chrysocephalus,36.2,ctmax,,,,,F,,39.3,-84.6,191,Hockett_&_Mundahl_1989,1,4.5,ctmin,,,,,22,0.5,39.3,-84.6,191,Hockett_&_Mundahl_1989,1,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Luxilus_chrysocephalus,Luxilus,chrysocephalus,Luxilus_chrysocephalus,Freshwater,Freshwater,Terrestrial,1
Luxilus,cornutus,35.7,ctmax,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Luxilus_cornutus,Luxilus,cornutus,Luxilus_cornutus,Freshwater,Freshwater,Terrestrial,1
Luxilus,zonatus,35.3,ctmax,,,,,26,0.017,38,-92,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Luxilus_zonatus,Luxilus,zonatus,Luxilus_zonatus,Freshwater,Freshwater,Terrestrial,1
Lycopodium,fastigiatum,,,,,,,,,,,,,,-12.6,LT50,,,,,F,0.083,-45.4,170.1,1240,Bannister_et_al_2005,1,Streptophyta,Tracheophyta,Lycopodiales,Lycopodiaceae,,Lycopodium_fastigiatum,Lycopodium,fastigiatum,Lycopodium_fastigiatum,Terrestrial,Terrestrial,Terrestrial,1
Lycosa,sp.1,50,LT100,,,,,,,9.2,-79.8,35,Scholander_et_al1953,1,0,LT100,,,,,,,9.2,-79.8,35,Scholander_et_al1953,1,Arthropoda,Arachnida,Araneae,Lycosidae,,Lycosa_sp.1,Lycosa,sp,Lycosa_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Lynx,rufus,,,,,,,,,,,,,,19,LTNZ,,,,,,,29.7,-82.35,,McNab_2000b,1,Chordata,Mammalia,Carnivora,Felidae,,Lynx_rufus,Lynx,rufus,Lynx_rufus,Terrestrial,Terrestrial,Terrestrial,1
Lythrurus,umbratilis,36.2,ctmax,,,,,26,0.017,39,-93,200,Smale_&_Rabeni_1995,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Lythrurus_umbratilis,Lythrurus,umbratilis,Lythrurus_umbratilis,Freshwater,Freshwater,Terrestrial,1
Mackaya,bella,,,,,,,,,,,,,,1,LT50,,,,,F,,,,,Bannister_&_Lord_2010,2,Streptophyta,Spermatophyta,Lamiales,Acanthaceae,,Mackaya_bella,Mackaya,bella,Mackaya_bella,Terrestrial,Terrestrial,Terrestrial,1
Macoma,balthica,30.2,LT50,,,,,10,,53,5,0,Compton_et_al2007,1,-7.01,LT50,,,,,5,,53,5,0,Compton_et_al2007,1,Mollusca,Bivalvia,Veneroida,Tellinidae,,Macoma_balthica,Macoma,balthica,Macoma_balthica,Intertidal,Marine,Marine,1
Macrobrachium,acanthurus,26.1,ctmax,,,,,20,1,18,-92.9,0,Diaz_et_al_2002,1,13,ctmin,,,,,26,1,18,-92.9,0,Diaz_et_al_2002,1,Arthropoda,Malacostraca,Decapoda,Palaemonidae,,Macrobrachium_acanthurus,Macrobrachium,acanthurus,Macrobrachium_acanthurus,Freshwater,Freshwater,Terrestrial,1
Macrocystis,integrifolia,23,LT0,2,25,LT100,2,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Macrocystis_integrifolia,Macrocystis,integrifolia,Macrocystis_integrifolia,Intertidal,Marine,Marine,1
Macrocystis,pyrifera,24.8,LT0,1,,,,,,-39.86119,-73.414287,0,Peters_&_Breeman_1993,1,-5.6,LT50,,,,,,,-45.95,170.333333,0,Frazer_et_al_1988,1,Phaeophyceae,Phaeophyceae,Laminariales,Laminariaceae,,Macrocystis_pyrifera,Macrocystis,pyrifera,Macrocystis_pyrifera,Marine,Marine,Marine,1
Macroderma,gigas,35,UTNZ,,,,,,,-13.8,131.8,,Baudinette_et_al_2000,1,30,LTNZ,,,,,,,-13.8,131.8,,Baudinette_et_al_2000,1,Chordata,Mammalia,Chiroptera,Megadermatidae,2,Macroderma_gigas,Macroderma,gigas,Macroderma_gigas,Terrestrial,Terrestrial,Terrestrial,1
Macroglossus,minimus,,,,,,,,,,,,,,30.9,LTNZ,,,,,,,-16.55,145.46,,Bartels_et_al_1998,1,Chordata,Mammalia,Chiroptera,Pteropodidae,,Macroglossus_minimus,Macroglossus,minimus,Macroglossus_minimus,Terrestrial,Terrestrial,Terrestrial,1
Macromia,taeniolata,44.8,ctmax,,,,,25,,29.6,-82.3,55,May_1976,1,,,,,,,,,,,,,,Arthropoda,Insecta,Odonata,Macromiidae,,Macromia_taeniolata,Macromia,taeniolata,Macromia_taeniolata,Terrestrial,Terrestrial,Terrestrial,1
Macropus,giganteus,35,UTNZ,,,,,,,-35.15,145.35,,Dawson_et_al_2000,2,15,LTNZ,,,,,,,-35.15,145.35,,Dawson_et_al_2000,2,Chordata,Mammalia,Diprotodontia,Macropodidae,2,Macropus_giganteus,Macropus,giganteus,Macropus_giganteus,Terrestrial,Terrestrial,Terrestrial,1
Macropus,rufus,35,UTNZ,,,,,,,-35.11,145.34,,Dawson_et_al_2000,2,25,LTNZ,,,,,,,-35.11,145.34,,Dawson_et_al_2000,2,Chordata,Mammalia,Diprotodontia,Macropodidae,2,Macropus_rufus,Macropus,rufus,Macropus_rufus,Terrestrial,Terrestrial,Terrestrial,1
Macroscelides,proboscideus,38,UTNZ,,,,,25,,-32.29,26.41,,Roxburg_&_Perrin_1994,1,35,LTNZ,,,,,25,,-32.29,26.41,,Roxburg_&_Perrin_1994,1,Chordata,Mammalia,Macroscelidea,Macroscelididae,2,Macroscelides_proboscideus,Macroscelides,proboscideus,Macroscelides_proboscideus,Terrestrial,Terrestrial,Terrestrial,1
Macrotis,lagotis,35,UTNZ,,,,,25,,-26.08,126.34,,Kinnear_&_Shield_1975,1,27,LTNZ,,,,,25,,-26.08,126.34,,Kinnear_&_Shield_1975,1,Chordata,Mammalia,Peramelemorphia,Peramelidae,1,Macrotis_lagotis,Macrotis,lagotis,Macrotis_lagotis,Terrestrial,Terrestrial,Terrestrial,1
Madoqua,kirkii,35,UTNZ,,,,,,,-29.52,30.54,,Maskrey_&_Hoppe_1979,2,25,LTNZ,,,,,,,-29.52,30.54,,Maskrey_&_Hoppe_1979,2,Chordata,Mammalia,Ruminantia,Bovidae,2,Madoqua_kirkii,Madoqua,kirkii,Madoqua_kirkii,Terrestrial,Terrestrial,Terrestrial,1
Malacoctenus,zonifer,38.2,ctmax,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2001,1,12.5,ctmin,,,,,26.5,0.017,2.96,-78.2,0,Mora_&_Ospina_2002,1,Chordata,Actinopteri,Perciformes,Labrisomidae,,Malacoctenus_zonifer,Malacoctenus,zonifer,Malacoctenus_zonifer,Marine,Marine,Marine,1
Malurus,cyaneus,35,UTNZ,,,,,F,,-37.48,145,,Lill_et_al_2006,1,26,LTNZ,,,,,F,,-37.48,145,,Lill_et_al_2006,1,Chordata,Aves,Passeriformes,Maluridae,1,Malurus_cyaneus,Malurus,cyaneus,Malurus_cyaneus,Terrestrial,Terrestrial,Terrestrial,1
Manacus,vitellinus,,,,,,,,,,,,,,25,LTNZ,,,,,F,,9.15,-79.85,,Bartholomew_et_al_1983,1,Chordata,Aves,Passeriformes,Pipridae,,Manacus_vitellinus,Manacus,vitellinus,Manacus_vitellinus,Terrestrial,Terrestrial,Terrestrial,1
Manucodia,chalybatus,30,UTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,20,LTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,2,Manucodia_chalybatus,Manucodia,chalybatus,Manucodia_chalybatus,Terrestrial,Terrestrial,Terrestrial,1
Manucodia,keraudrenii,,,,,,,,,,,,,,25,LTNZ,,,,,,,-6.66,146.99,,McNab_2005,1,Chordata,Aves,Passeriformes,Paradisaeidae,,Manucodia_keraudrenii,Manucodia,keraudrenii,Manucodia_keraudrenii,Terrestrial,Terrestrial,Terrestrial,1
Marah,fabaceus,53.1,ctmax,,,,,F,,33.5,-117.1,375,Knight_&_Ackerly_2002,1,,,,,,,,,,,,,,Streptophyta,Spermatophyta,Cucurbitales,Cucurbitaceae,,Marah_fabaceus,Marah,fabaceus,Marah_fabaceus,Terrestrial,Terrestrial,Terrestrial,1
Margarites,refulgens,19,LT100,,,,,,0.07,-77.8,166.67,0,Bates_et_al_2010,1,,,,,,,,,,,,,,Mollusca,Gastropoda,Trochoidea,Trochidae,,Margarites_refulgens,Margarites,refulgens,Margarites_refulgens,Marine,Marine,Marine,1
Marmosa,lepida,35,UTNZ,,,,,21,,35.4,-115.2,1500,Nelson_&_Yousaf_1979,1,31,LTNZ,,,,,21,,35.4,-115.2,1500,Nelson_&_Yousaf_1979,1,Chordata,Mammalia,Didelphimorphia,Didelphidae,1,Marmosa_lepida,Marmosa,lepida,Marmosa_lepida,Terrestrial,Terrestrial,Terrestrial,1
Marmosa,robinsoni,36,UTNZ,,,,,,,8.53,-80.78,,McNab_1978,2,26,LTNZ,,,,,,,8.53,-80.78,,McNab_1978,2,Chordata,Mammalia,Didelphimorphia,Didelphidae,,Marmosa_robinsoni,Marmosa,robinsoni,Marmosa_robinsoni,Terrestrial,Terrestrial,Terrestrial,1
Martes,americana,,,,,,,,,,,,,,29,LTNZ,,,,,20,,38.96,-106.99,,Worthen_&_Kilgore_1981,1,Chordata,Mammalia,Carnivora,Mustelidae,,Martes_americana,Martes,americana,Martes_americana,Terrestrial,Terrestrial,Terrestrial,1
Masticophis,anthonyi,40.5,ctmax,,,,,,,18.37,-114.74,160,"Brattstrom_1955,1965",3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Masticophis_anthonyi,Masticophis,anthonyi,Masticophis_anthonyi,Terrestrial,Terrestrial,Terrestrial,1
Masticophis,lateralis,44,ctmax,,,,,,,33.61,-116.63,1386,Brattstrom_1965,3,,,,,,,,,,,,,,Chordata,Lepidosauria,Squamata,Colubridae,,Masticophis_lateralis,Masticophis,lateralis,Masticophis_lateralis,Terrestrial,Terrestrial,Terrestrial,1
Mastocarpus,papillatus,25,LT0,3,28,LT100,3,,,48.536683,-123.015409,0,Lüning_&_Freshwater_1988,1,,,,,,,,,,,,,,Rhodophyta,Florideophyceae,Gigartinales,Phyllophoraceae,,Mastocarpus_papillatus,Mastocarpus,papillatus,Mastocarpus_papillatus,Intertidal,Marine,Marine,1
Meda,fulgida,34.7,ctmax,,,,,25,0.3,33,-111,1000,Carveth_et_al_2006,1,,,,,,,,,,,,,,Chordata,Actinopteri,Cypriniformes,Cyprinidae,,Meda_fulgida,Meda,fulgida,Meda_fulgida,Freshwater,Freshwater,Terrestrial,1
Megacrex,inepta,,,,,,,,,,,,,,18,LTNZ,,,,,,,-6.7,147,,McNab_&_Ellis_2006,3,Chordata,Aves,Gruiformes,Rallidae,,Megacrex_inepta,Megacrex,inepta,Megacrex_inepta,Terrestrial,Terrestrial,Terrestrial,1
Megadontomys,thomasi,35,UTNZ,,,,,23,,20.5,-98.4,,Musser_&_Shoemaker_1965,1,28.3,LTNZ,,,,,23,,20.5,-98.4,,Musser_&_Shoemaker_1965,1,Chordata,Mammalia,Rodentia,Cricetidae,1,Megadontomys_thomasi,Megadontomys,thomasi,Megadontomys_thomasi,Terrestrial,Terrestrial,Terrestrial,1
Megascops,asio,34,UTNZ,,,,,23,,42.28,-83.74,,Ligon_1969,1,19,LTNZ,,,,,23,,31.93,-109.38,,Ligon_1969,1,Chordata,Aves,Strigiformes,Strigidae,1,Megascops_asio,Megascops,asio,Megascops_asio,Terrestrial,Terrestrial,Terrestrial,1
Megascops,trichopsis,,,,,,,,,,,,,1,28,LTNZ,,,,,23,,31.93,-109.38,,Ligon_1969,1,Chordata,Aves,Strigiformes,Strigidae,,Megascops_trichopsis,Megascops,trichopsis,Megascops_trichopsis,Terrestrial,Terrestrial,Terrestrial,1
Melanocharis,versteri,30,UTNZ,,,,,,,-5.96,143.07,2100,McNab_2013,1,,,,,,,,,,,,,,Chordata,Aves,Passeriformes,Melanocharitidae,1,Melanocharis_versteri,Melanocharis,versteri,Melanocharis_versteri,Terrestrial,Terrestrial,Terrestrial,1
Melanotus,sp.1,,,,,,,,,,,,,,-16,LT50,,,,,,0.2,42.5,-78.7,400,Duman1979,1,Arthropoda,Insecta,Coleoptera,Elateridae,,Melanotus_sp.1,Melanotus,sp.,Melanotus_sp.1,Terrestrial,Terrestrial,Terrestrial,1
Melasoma,collaris,,,,,,,,,,,,,,-5,LT50,,,,,0,1,61.4,8.8,1450,Gehrken_&_Southon_1997,1,Arthropoda,Insecta,Coleoptera,Chrysomelidae,,Melasoma_collaris,Melasoma,collaris,Melasoma_collaris,Terrestrial,Terrestrial,Terrestrial,1
